original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,suburb,postcode,state_code,district,city,county,state,country,country_code,attribution,attribution_license,attribution_url
"2,461532","48,788829",6.17427030936242,"Hôpital Albert Chenevier, 40 Rue de Mesly, 94010 Créteil, France",48.7886725,2.45856410727143,"2,46153248,788829",Hôpital Albert Chenevier,40,Rue de Mesly,Centre Ancien - Chenevier - Déménitroux,94010,,,Créteil,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,453778","48,798881",40.183116108292,"62 Av Du Mal De Lattre De Tassigny, 94000 Créteil, France",48.798821,2.454319,"2,45377848,798881",,62,Av Du Mal De Lattre De Tassigny,,94000,,Créteil,Créteil,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,394544","48,804916",34.6259348288706,"18 Avenue De La République, 94200 Ivry-sur-Seine, France",48.805059,2.394124,"2,39454448,804916",,18,Avenue De La République,,94200,,Ivry-sur-Seine,Ivry-sur-Seine,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,35795","48,809937",12.8333971939769,"78 Rue Du Général Leclerc, 94270 Le Kremlin-Bicêtre, France",48.810048,2.357902,"2,3579548,809937",,78,Rue Du Général Leclerc,,94270,,Le Kremlin-Bicêtre,Le Kremlin-Bicêtre,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,483016","48,750279",0,"Hôpital Émile Roux, Rue Roger Salengro, 94450 Limeil-Brévannes, France",48.74908705,2.48503215417539,"2,48301648,750279",Hôpital Émile Roux,,Rue Roger Salengro,,94450,,,Limeil-Brévannes,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,363719","48,79482",3.80670506738159,"Hôpital Paul Brousse, 12 Avenue Paul Vaillant-Couturier, 94800 Villejuif, France",48.79695375,2.36171069711104,"2,36371948,79482",Hôpital Paul Brousse,12,Avenue Paul Vaillant-Couturier,,94800,,,Villejuif,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,427092","48,845599",15.6096828303844,"67bis Avenue De Paris, 94160 Saint-Mandé, France",48.845475,2.427192,"2,42709248,845599",,67bis,Avenue De Paris,,94160,,Saint-Mandé,Saint-Mandé,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,451304","48,792827",2.27296077407748,"Hôpital de jour, Rue Gustave Eiffel, 94000 Créteil, France",48.79428055,2.45131798486554,"2,45130448,792827",Hôpital de jour,,Rue Gustave Eiffel,Échat - Champeval,94000,,,Créteil,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4776391","48,7757921",2.65937795853834,"Rue Pasteur, 94380 Bonneuil-sur-Marne, France",48.7760244,2.4774304,"2,477639148,7757921",Rue Pasteur,,Rue Pasteur,,94380,,,Bonneuil-sur-Marne,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,516513","48,811538",0,"Hôpital privé Paul d'Égine, Rue de Musselburgh, 94500 Champigny-sur-Marne, France",48.8113219,2.5168145753429,"2,51651348,811538",Hôpital privé Paul d'Égine,,Rue de Musselburgh,,94500,,,Champigny-sur-Marne,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,405112","48,762476",0.111195079952792,"9bis Rue Ledru - Rollin, 94600 Choisy-le-Roi, France",48.762477,2.405112,"2,40511248,762476",,9bis,Rue Ledru - Rollin,,94600,,Choisy-le-Roi,Choisy-le-Roi,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,335885","48,778007",2.8641336755697,"13 Rue des Tournelles, 94240 L'Haÿ-les-Roses, France",48.7780207,2.3359181,"2,33588548,778007",,13,Rue des Tournelles,,94240,,,L'Haÿ-les-Roses,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4728202","48,8327592",0,"Accès Urgences, 94130 Nogent-sur-Marne, France",48.8327287,2.47269709676056,"2,472820248,8327592",Urgences,,Accès Urgences,Beauté Baltard,94130,,,Nogent-sur-Marne,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,478549","48,8049",0.311299495490155,"Clinique Gaston Métivet, Avenue Victor Hugo, 94100 Saint-Maur-des-Fossés, France",48.804232,2.4782640674639,"2,47854948,8049",Clinique Gaston Métivet,,Avenue Victor Hugo,Adamville,94100,,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,370693","48,76845",4.91790012007023,"Hôpital privé de Thiais, 112 Avenue du Général de Gaulle, 94320 Thiais, France",48.76885055,2.37026277214817,"2,37069348,76845",Hôpital privé de Thiais,112,Avenue du Général de Gaulle,,94320,,,Thiais,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,531628","48,721924",0,"8 Boulevard Richerand, 94440 Villecresnes, France",48.721924,2.531628,"2,53162848,721924",,8,Boulevard Richerand,,94440,,Villecresnes,Villecresnes,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,450373","48,721566",14.6703925964633,"61bis Avenue De La République, 91560 Crosne, France",48.721478,2.450224,"2,45037348,721566",,61bis,Avenue De La République,,91560,,Crosne,Crosne,Essonne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,4469885999","48,7268947",31.7117922663813,"15 Rue De l’Eglise, 94190 Villeneuve-Saint-Georges, France",48.726659,2.447232,"2,446988599948,7268947",,15,Rue De l’Eglise,,94190,,Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,381066","48,793892",0,"12 Rue Des Noriets, 94400 Vitry-sur-Seine, France",48.793892,2.381066,"2,38106648,793892",,12,Rue Des Noriets,,94400,,Vitry-sur-Seine,Vitry-sur-Seine,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,3894870999","48,785557999",5.70879270496466,"Hôpital privé de Vitry - Site Pasteur, 22 Rue de la Petite Saussaie, 94400 Vitry-sur-Seine, France",48.7856965,2.38954925526316,"2,389487099948,785557999",Hôpital privé de Vitry - Site Pasteur,22,Rue de la Petite Saussaie,Clos Langlois,94400,,Vitry-sur-Seine,Vitry-sur-Seine,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,507849","48,852762",0.877991422022243,"6 Rue Jouleau, 94170 Le Perreux-sur-Marne, France",48.852762,2.507837,"2,50784948,852762",,6,Rue Jouleau,Parc du Perreux,94170,,,Le Perreux-sur-Marne,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4897674","48,8435915",3.35085014045274,"30 Rue De Plaisance, 94130 Nogent-sur-Marne, France",48.843617,2.489743,"2,489767448,8435915",,30,Rue De Plaisance,,94130,,Nogent-sur-Marne,Nogent-sur-Marne,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,4146345","48,8366535",0,"55 Rue du Commandant René Mouchotte, 75012 Saint-Mandé, France",48.8366535,2.4146345,"2,414634548,8366535",,55,Rue du Commandant René Mouchotte,12th Arrondissement,75012,,Paris,Saint-Mandé,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,487054","48,805646",3.53171212930977,"15 Avenue De Lattre De Tassigny, 94100 Saint-Maur-des-Fossés, France",48.805633,2.48701,"2,48705448,805646",,15,Avenue De Lattre De Tassigny,,94100,,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,464771","48,750688",4.90099472604986,"3 Rue Du Parc, 94460 Valenton, France",48.750681,2.464837,"2,46477148,750688",,3,Rue Du Parc,,94460,,Valenton,Valenton,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,55143","48,831737",2.58733606396523,"Rue Entroncamento, 94350 Villiers-sur-Marne, France",48.8309263,2.5519966,"2,5514348,831737",Rue Entroncamento,,Rue Entroncamento,Les Stades,94350,,,Villiers-sur-Marne,Val-de-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,318581","48,765578",7.48682272024961,"1 Allée Des Thuyas, 94260 Fresnes, France",48.765631,2.318518,"2,31858148,765578",,1,Allée Des Thuyas,,94260,,Fresnes,Fresnes,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,4505060999","48,7315919",10.4294938042883,"1 Rue Des Vignes, 94190 Villeneuve-Saint-Georges, France",48.731665,2.450417,"2,450506099948,7315919",,1,Rue Des Vignes,,94190,,Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,365934","48,791439",0.111195080742881,"4 Place De La Fontaine, 94800 Villejuif, France",48.79144,2.365934,"2,36593448,791439",,4,Place De La Fontaine,,94800,,Villejuif,Villejuif,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,39715","48,822679",4.13728116920385,"9 Quai De Bercy, 94220 Charenton-le-Pont, France",48.822684,2.397206,"2,3971548,822679",,9,Quai De Bercy,,94220,,Charenton-Le-Pont,Charenton-le-Pont,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,4234828999","48,804335599",40.5424930481094,"71 Rue Victor Hugo, 94140 Alfortville, France",48.803983,2.423342,"2,423482899948,804335599",,71,Rue Victor Hugo,,94140,,Alfortville,Alfortville,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,464485","48,847779",0.111195079952792,"14 Rue Pierre Dulac, 94120 Fontenay-sous-Bois, France",48.84778,2.464485,"2,46448548,847779",,14,Rue Pierre Dulac,,94120,,Fontenay-sous-Bois,Fontenay-sous-Bois,Val-de-Marne,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,238544","48,945975",1.84190052493525,"Centre hospitalier d'Argenteuil, Rue des Frères Signolle, 95100 Argenteuil, France",48.9444946,2.23644472805316,"2,23854448,945975",Centre hospitalier d'Argenteuil,,Rue des Frères Signolle,,95100,,,Argenteuil,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,2908532619","49,144601049",0,"Groupe hospitalier Carnelle Porte de l'Oise - Site de Beaumont, 20 Rue Edmond Turcq, 95260 Beaumont-sur-Oise, France",49.144278,2.2914947406697,"2,290853261949,144601049",Groupe hospitalier Carnelle Porte de l'Oise - Site de Beaumont,20,Rue Edmond Turcq,,95260,,,Beaumont-sur-Oise,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,2713257","49,001033199",0,"Hôpital Simone Veil, 14 Rue de Saint-Prix, 95600 Eaubonne, France",49.0000638,2.2700482983721,"2,271325749,001033199",Hôpital Simone Veil,14,Rue de Saint-Prix,,95600,,,Eaubonne,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,448517","48,986612",4.91427548641861,"5 Rue De l’Hotel Dieu, 95500 Gonesse, France",48.986643,2.448565,"2,44851748,986612",,5,Rue De l’Hotel Dieu,,95500,,Gonesse,Gonesse,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,784966","49,154601",0.911287717457009,"Groupement Hospitalier Intercommunal du Vexin - Site de Magny, Rue de Rouen, 95420 Magny-en-Vexin, France",49.15508775,1.78442274355778,"1,78496649,154601",Groupement Hospitalier Intercommunal du Vexin - Site de Magny,,Rue de Rouen,,95420,,,Magny-en-Vexin,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,3168250999","48,9875979",0,"Hôpital Simone Veil - Site de Montmorency, Rue du Docteur Millet, 95160 Montmorency, France",48.9864823,2.31751878344789,"2,316825099948,9875979",Hôpital Simone Veil - Site de Montmorency,,Rue du Docteur Millet,,95160,,,Montmorency,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,0910929","49,0497053",7.54707576958646,"5 Rue De Rouen, 95300 Pontoise, France",49.049725,2.091192,"2,091092949,0497053",,5,Rue De Rouen,,95300,,Pontoise,Pontoise,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,33563","49,050103",8.64538838742953,"73 Rue De Paris, 95570 Moisselles, France",49.050095,2.335512,"2,3356349,050103",,73,Rue De Paris,,95570,,Moisselles,Moisselles,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,223337","49,114178",0.132897455573067,"9 Rue Chantepie Mancier, 95290 L'Isle-Adam, France",49.114179,2.223338,"2,22333749,114178",,9,Rue Chantepie Mancier,,95290,,L'Isle-Adam,L'Isle-Adam,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,3344125999","49,103521099",1.96507142956086,"95270 Saint-Martin-du-Tertre, France",49.1030504,2.3334819,"2,334412599949,103521099",,,,,95270,,Les Goulottes,Saint-Martin-du-Tertre,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,237626","49,026358",2.11552051713423,"Hopital Le Parc de Taverny, Chemin des Hires, 95150 Taverny, France",49.0272581,2.2356674615807,"2,23762649,026358",Hopital Le Parc de Taverny,,Chemin des Hires,,95150,,Les Saussaies,Taverny,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,267338","48,954886",0.66512720494396,"48 Rue d’Orgemont, 95100 Argenteuil, France",48.954891,2.267343,"2,26733848,954886",,48,Rue d’Orgemont,,95100,,Argenteuil,Argenteuil,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,195513","48,972832",7.83641680394071,"26 Rue Aristide Briand, 95240 Cormeilles-en-Parisis, France",48.972785,2.195593,"2,19551348,972832",,26,Rue Aristide Briand,,95240,,Cormeilles-En-Parisis,Cormeilles-en-Parisis,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,0093501999","49,0461517",41.1234511855722,"1 Place Des Pinets, 95000 Cergy, France",49.04588,2.009733,"2,009350199949,0461517",,1,Place Des Pinets,,95000,,Cergy,Cergy,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,9767875999","49,1460735",1.81501093366128,"Avenue des Murgers, Promenade de Kington, 95640 Marines, France",49.1462432,1.9776082,"1,976787599949,1460735",Avenue des Murgers,,Promenade de Kington,,95640,,,Marines,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,3308942234","49,02666056",17.1305767999178,"6 Oree Du Bois, 95330 Domont, France",49.026516,2.330813,"2,330894223449,02666056",,6,Oree Du Bois,,95330,,Domont,Domont,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,629429","49,081684",22.1796989286385,"1 Place Du Cloître Saint Samson, 95780 La Roche-Guyon, France",49.08187,1.629319,"1,62942949,081684",,1,Place Du Cloître Saint Samson,,95780,,La Roche-Guyon,La Roche-Guyon,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,104004","49,077256",60.8939026567057,"1 Allee Du Chateau, 95300 Ennery, France",49.077616,2.104634,"2,10400449,077256",,1,Allee Du Chateau,,95300,,Ennery,Ennery,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,296229","49,043859",5.87926962308467,"4 Rue Pasteur, 95570 Bouffémont, France",49.043817,2.296278,"2,29622949,043859",,4,Rue Pasteur,,95570,,Bouffemont,Bouffémont,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,367434","49,091125",1.84667833173721,"14 Rue Du General Leclerc, 95270 Belloy-en-France, France",49.091114,2.367415,"2,36743449,091125",,14,Rue Du General Leclerc,,95270,,Belloy-En-France,Belloy-en-France,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,20395","48,934078",9.46048685590993,"26 Rue De Sartrouville, 95870 Bezons, France",48.93415,2.204019,"2,2039548,934078",,26,Rue De Sartrouville,,95870,,Bezons,Bezons,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,21525","48,925854",0,"27 Rue Villeneuve, 95870 Bezons, France",48.925854,2.21525,"2,2152548,925854",,27,Rue Villeneuve,,95870,,Bezons,Bezons,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,286454","48,991859",9.84903472051834,"52 Avenue De Paris, 95600 Eaubonne, France",48.991805,2.286347,"2,28645448,991859",,52,Avenue De Paris,,95600,,Eaubonne,Eaubonne,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,170388","48,992288",3.99254154414187,"50 Rue de Paris, 95220 Herblay-sur-Seine, France",48.9920463,2.17038325391157,"2,17038848,992288",,50,Rue de Paris,La Butte de la Tuile,95220,,,Herblay-sur-Seine,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,235339","49,127165",83.1177790071198,"30 Chemin Des 3 Sources, 95290 L'Isle-Adam, France",49.126452,2.234996,"2,23533949,127165",,30,Chemin Des 3 Sources,,95290,,L'Isle-Adam,L'Isle-Adam,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,075184","49,073938",0,"Clinique Sainte-Marie, 1 Rue Christian Barnard, 95520 Osny, France",49.07409215,2.07596668276101,"2,07518449,073938",Clinique Sainte-Marie,1,Rue Christian Barnard,,95520,,Le Buisson Simonet Est,Osny,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,378054","48,98033",13.6943515682545,"3 Bd Du Mal De Lattre De Tassigny, 95200 Sarcelles, France",48.980444,2.378125,"2,37805448,98033",,3,Bd Du Mal De Lattre De Tassigny,,95200,,Sarcelles,Sarcelles,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,10964","49,0417139",26.2074773638439,"Sos Médecins, 23 Rue des Frères Capucins, 95310 Saint-Ouen-l'Aumône, France",49.0419177,2.1094594,"2,1096449,0417139",Sos Médecins,23,Rue des Frères Capucins,,95310,,Saint-Ouen-L'Aumone,Saint-Ouen-l'Aumône,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,225279","49,028147",0,"46 Rue De l’Eglise, 95150 Taverny, France",49.028147,2.225279,"2,22527949,028147",,46,Rue De l’Eglise,,95150,,Taverny,Taverny,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,317432","48,991355",4.72072870810796,"Rue de Jaigny, 95160 Montmorency, France",48.9921767,2.3177455,"2,31743248,991355",Rue de Jaigny,,Rue de Jaigny,,95160,,,Montmorency,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,303193","49,003798",25.2846391063318,"6a Rue De l’Église, 95580 Andilly, France",49.003776,2.303538,"2,30319349,003798",,6a,Rue De l’Église,,95580,,Andilly,Andilly,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,075099","49,074574",42.2566504671336,"1 Rue Xavier Bichat, 95520 Osny, France",49.074268,2.074755,"2,07509949,074574",,1,Rue Xavier Bichat,,95520,,Osny,Osny,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,333141","48,99203",0,"Résidence Château Saint-Valéry, Rue de l'Ermitage, 95160 Montmorency, France",48.9913291,2.33358561735395,"2,33314148,99203",Résidence Château Saint-Valéry,,Rue de l'Ermitage,,95160,,,Montmorency,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,074689","49,076134",4.51003045945986,"6 Rue Alexander Fleming, 95520 Osny, France",49.076157,2.074638,"2,07468949,076134",,6,Rue Alexander Fleming,,95520,,Osny,Osny,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,775735","49,071133",9.68864240479272,"10 Rue De La Bucaille, 95510 Aincourt, France",49.071181,1.775846,"1,77573549,071133",,10,Rue De La Bucaille,,95510,,Drocourt,Aincourt,Yvelines,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,2932895","49,0028807",117.595471289802,"11 Allée Jean-Baptiste Lefranc, 95580 Margency, France",49.001847,2.292949,"2,293289549,0028807",,11,Allée Jean-Baptiste Lefranc,,95580,,Margency,Margency,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,977297","49,029784",0,"Collège Frania Eisenbach-Haverland, Rue Bernard Astruc, 95180 Menucourt, France",49.02978085,1.97719573481666,"1,97729749,029784",Collège Frania Eisenbach-Haverland,,Rue Bernard Astruc,,95180,,,Menucourt,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,311718","49,143859",0,"Groupe hospitalier Carnelle Porte de l'Oise - Site Les Oliviers, Chemin de Boyenval, 95260 Beaumont-sur-Oise, France",49.14363775,2.3109471837598,"2,31171849,143859",Groupe hospitalier Carnelle Porte de l'Oise - Site Les Oliviers,,Chemin de Boyenval,,95260,,,Beaumont-sur-Oise,Val-d'Oise,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,259948","48,962734",0.961541358930178,"165 Boulevard Jean Allemane, 95100 Argenteuil, France",48.962726,2.259943,"2,25994848,962734",,165,Boulevard Jean Allemane,,95100,,Argenteuil,Argenteuil,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,264429","48,981268",0.111195079952792,"9 Avenue Louis Armand, 95120 Ermont, France",48.981269,2.264429,"2,26442948,981268",,9,Avenue Louis Armand,,95120,,Ermont,Ermont,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,166045","48,995873",0,"21 Rue Du Parc, 95220 Herblay, France",48.995873,2.166045,"2,16604548,995873",,21,Rue Du Parc,,95220,,Herblay,Herblay,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,1006449999","49,050966",33.4051668724931,"2 Rue Victor Hugo, 95300 Pontoise, France",49.050805,2.100258,"2,100644999949,050966",,2,Rue Victor Hugo,,95300,,Pontoise,Pontoise,Val-d'Oise,Ile-of-France,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-61,528562","16,231695",3.85758831995586,"Rue de la Voie Ferrée, 97157 Les Abymes, France",16.23231,-61.5279409,"-61,52856216,231695",Rue de la Voie Ferrée,,Rue de la Voie Ferrée,,97157,GP,,Les Abymes,,Guadeloupe,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,732672","15,99831",1.06329000852573,"49 Rue du Docteur Joseph Pitat, 97100 Basse-Terre, France",15.99832885,-61.7327107043922,"-61,73267215,99831",,49,Rue du Docteur Joseph Pitat,,97100,GP,Basse-Terre,Basse-Terre,,Guadeloupe,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,686278","16,045126",4.25148396593549,"97120 Saint-Claude, France",16.0451666,-61.686337,"-61,68627816,045126",,,,,97120,GP,,Saint-Claude,,Guadeloupe,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,644858","15,976286",5.33285378951626,"54 Place Du Capitaine Moise Bebel, 97114 Trois-Rivières, France",15.976295,-61.644809,"-61,64485815,976286",,54,Place Du Capitaine Moise Bebel,,97114,GP,,Trois-Rivières,,Guadeloupe,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-61,31227269","15,8913588",86.4278341314958,"1 Route De La Treille, 97112, France",15.891857,-61.312893,"-61,3122726915,8913588",,1,Route De La Treille,,97112,,,,,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-61,508771","16,26522",4.1343111871822,"Rue Amédée Abarre, 971139 Les Abymes, France",16.2636382,-61.5073416,"-61,50877116,26522",Rue Amédée Abarre,,Rue Amédée Abarre,,971139,GP,,Les Abymes,,Guadeloupe,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-62,849198","17,898636",1.78652888257346,"23 Rue de la Paix, 97133 Gustavia, France",17.89863695,-62.8492625032146,"-62,84919817,898636",,23,Rue de la Paix,,97133,,La Pointe,Gustavia,,Saint Barthélemy,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,721227","15,999764",0,"80 Avenue Gaston Feuillard, 97100 Basse-Terre, France",15.999764,-61.721227,"-61,72122715,999764",,80,Avenue Gaston Feuillard,,97100,,,Basse-Terre,,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-63,074958","18,067218",66.5882608511497,"CCI Saint-Martin, 10 Rue Jean Jacques Fayel, 97150 Marigot, France",18.0671795,-63.0757439235043,"-63,07495818,067218",CCI Saint-Martin,10,Rue Jean Jacques Fayel,Spring,97150,,,Marigot,,Saint Martin (France),France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,78054","16,188355",5.77342120996391,"Route de Mahault, 97116 Pointe-Noire, France",16.1881525,-61.7804589,"-61,7805416,188355",Route de Mahault,,Route de Mahault,,97116,GP,,Pointe-Noire,,Guadeloupe,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,2904","15,89356",3.09363826923701,"97112 Grand-Bourg, France",15.8935569,-61.2907974,"-61,290415,89356",,,,,97112,GP,,Grand-Bourg,,Guadeloupe,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-61,533133","16,241167",58.0164380205472,"39 Résidence Achille René Boisneuf, 97110 GP, France",16.241557,-61.532772,"-61,53313316,241167",,39,Résidence Achille René Boisneuf,,97110,GP,,,,Guadeloupe,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
